0.7502981,0.8802051,0.03133035,0.0625,0.00403971,0.02561865,0.0002146739,0.2448918,0.2642347,0.2448918,0.2448918,0.9930556,0.9940476,0.2649529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8523444,0.9904131,0.03301674,0.125,0.003833375,0.02515196,0.0002691547,0.2448918,0.2617226,0.2448918,0.2448918,0.9880953,0.2626714,0.8558271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9911918,0.03302676,0.003832212,0.1875,0.02506798,0.0002686261,0.2608624,0.2448918,0.9821429,0.2448918,0.2448918,0.2618097,0.8588724,0.9581307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03260304,0.003882017,0.02419981,0.25,0.0002444567,0.2512673,0.9861111,0.2448918,0.9761905,0.2448918,0.2448918,0.2521183,0.6924766,0.8167876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03014137,0.004199064,0.02591682,0.3125,0.0001798043,0.2656708,0.9702381,0.2444387,0.2662495,0.2444387,0.2444387,0.767178,0.8318348,0.03042135,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0
0.004160418,0.02378989,0.0001727815,0.375,0.2442198,0.9642857,0.244781,0.000144687,0.6929823,0.000144687,0.000144687,0.8243129,0.03028123,0.00417967,0,0,0,0,0.2,0.2,0,0,0.1428571,0,0,0.1428571,0,0
0.02611771,0.0001854099,0.2679229,0.4375,0.9583334,0.2685224,0.8030766,0.000144687,0.9242436,0.000144687,0.000144687,0.03216954,0.003934329,0.02502264,0,0,0,0,0.2,0.2,0,0,0.1428571,0,0,0.1428571,0,0
0.000237572,0.2592205,0.9791667,0.5,0.952381,0.2600366,0.6927685,0.000144687,0.7630943,0.000144687,0.000144687,0.0291534,0.004341365,0.02432555,0,0,0,0,0.2,0.2,0,0,0.1428571,0,0,0.1428571,0,0
0.0001425815,0.2481018,0.9722222,0.5625,0.9464286,0.2485456,0.7020955,0.000144687,0.780309,0.000144687,0.000144687,0.02946824,0.004294981,0.02450452,0,0,0,0,0.2,0.2,0,0,0.1428571,0,0,0.1428571,0,0
0.000151744,0.2503285,0.9652778,0.625,0.9404762,0.250806,0.723106,0.02394524,0.8206031,0.02394524,0.02394524,0.03021224,0.004189215,0.02492588,0,0,0,0,0.3,0.3,0,0,0.1428571,0,0,0.1428571,0,0
0.0001749594,0.255606,0.9583333,0.6875,0.9345238,0.2561704,0.8589575,0.00431569,0.9459498,0.00431569,0.00431569,0.03244783,0.003900585,0.02390927,0,0,0,0,0.4,0.4,0,0,0.2857143,0,0,0.2857143,0,0
0.0002362641,0.2480483,0.9513889,0.75,0.9285715,0.2488669,0.703459,0.02932683,0.7579334,0.02932683,0.02932683,0.02905937,0.004355413,0.02380523,0,0,0,0,0.5,0.5,0,0,0.4285715,0,0,0.4285715,0,0
0.0001372288,0.242679,0.9444445,0.8125,0.922619,0.2431048,0.667709,0.0540569,0.7839547,0.0540569,0.0540569,0.02953515,0.004285251,0.02587803,0,0,0,0,0.6,0.6,0,0,0.5714286,0,0,0.5714286,0,0
0.0001621074,0.2644501,0.2649613,0.875,0.6513821,0.7592304,0.02908298,0.7725897,0.004351876,0.7725897,0.7725897,0.02574932,0.000149059,0.2625292,0,0,0,0,0.7,0.7,0,0,0.7142857,0,0,0.7142857,0.5,0
0.9107143,0.2629921,0.8386299,0.9375,0.967206,0.03271899,0.003868259,0.7118996,0.02500345,0.7118996,0.7118996,0.0002567272,0.2597697,0.9047619,0,0,0,0,0.8,0.8,0,0,0.8571429,0,0,0.8571429,0.5,0
